Estado_Civil,Nacionalidad,Desplazado,Género,Edad_Inscripción,Internacional,Calificación_de_la_madre,Calificación_del_padre,Profesión_de_la_madre,Profesión_del_padre,Necesidades_educativas_especiales,Deudor,Matriculas_al_día,Tasa_Desempleo,Tasa_Inflacion,PIB,Modo_de_Aplicación,Orden_Solicitud,Curso,Asistencia_diurnal_nocturna,Titulacion_previa,Beca_Titular,UC_1er_sem_acreditado,UC_1er_sem_matriculado,UC_1er_sem_evaluaciones,UC_1er_sem_aprobados,UC_1er_sem_grado,UC_1er_sem_sinevaluaciones,UC_2do_sem_acreditado,UC_2do_sem_matriculado,UC_2do_sem_evaluaciones,UC_2do_sem_aprobados,UC_2do_sem_grado,UC_2do_sem_sinevaluaciones,Objetivo
1,1,0,0,1,0,0,0,1,1,0,0,1,16.2,0.3,-0.92,1,1,10,1,1,1,1,1,0,0,11.14285714,1,1,1,1,1,12.28571429,1,0
1,1,1,0,1,0,0,0,0,0,0,1,1,13.9,-0.3,0.79,0,1,11,1,1,0,1,1,1,1,11.66666667,1,1,1,0,0,11.5,1,0
1,1,1,0,1,0,0,0,0,0,0,0,1,13.9,-0.3,0.79,1,1,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0
1,1,1,0,1,0,0,0,0,0,0,0,1,13.9,-0.3,0.79,0,1,16,1,1,0,1,0,0,1,11.5,1,1,0,1,0,12.71428571,1,0
0,1,0,0,0,0,0,1,1,0,0,1,0,10.8,1.4,1.74,0,2,9,1,1,0,1,0,1,0,10.66666667,1,1,0,0,0,14.8,1,1
0,1,0,0,0,0,0,1,1,0,0,1,1,16.2,0.3,-0.92,0,1,4,1,0,0,1,1,0,1,12.875,1,1,1,0,1,12.9,1,0
1,1,1,0,1,0,0,0,0,1,0,0,1,12.4,0.5,1.79,1,4,12,1,1,1,1,0,0,1,13.53333333,1,1,0,0,0,12.22857143,1,0
1,1,1,0,1,0,0,0,0,0,0,0,1,16.2,0.3,-0.92,0,4,10,1,1,0,1,1,0,0,12,1,1,1,0,0,12,1,0
1,1,1,0,0,0,0,1,0,0,0,0,1,12.4,0.5,1.79,0,1,3,0,0,0,0,1,0,1,12.5,1,0,1,0,1,13.28571429,1,0
1,1,1,0,1,0,0,0,1,0,0,0,1,13.9,-0.3,0.79,0,2,9,1,1,1,1,0,1,0,13.75,1,1,0,0,0,12.16666667,1,0
1,1,0,0,1,0,0,0,1,0,0,0,1,11.1,0.6,2.02,1,1,12,1,1,1,1,0,0,0,14.60428571,1,1,0,0,0,15.68333333,1,0
0,1,0,0,0,0,0,0,0,0,0,1,0,16.2,0.3,-0.92,0,1,17,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
1,1,1,0,0,0,0,0,0,0,0,0,1,9.4,-0.8,-3.12,1,3,12,1,1,1,1,0,1,0,13.57625,1,1,0,1,0,13.57625,1,0
1,1,0,0,0,0,0,0,0,0,0,0,1,12.7,3.7,-1.7,1,1,10,1,1,1,1,1,0,0,10.71428571,1,1,1,0,0,12.2,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,7.6,2.6,0.32,0,1,12,1,0,0,0,0,1,1,14.35714286,1,0,0,1,1,14.35714286,1,0
1,1,0,0,0,0,0,0,0,0,0,0,1,10.8,1.4,1.74,0,1,17,0,1,0,1,0,0,0,12,1,1,0,0,0,11,1,1
0,1,0,1,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,0,1,8,1,1,0,1,0,0,0,11,0,1,0,0,0,11.66666667,1,1
1,1,1,0,0,0,0,0,1,0,0,0,1,16.2,0.3,-0.92,0,1,6,1,0,0,0,1,0,0,13.66666667,1,0,1,0,0,13,1,0
1,1,0,0,1,0,0,0,1,1,0,0,1,11.1,0.6,2.02,1,1,10,1,1,1,1,1,1,1,13.5,1,1,1,0,1,12.83333333,1,0
1,1,1,0,0,0,0,0,1,1,0,1,1,12.4,0.5,1.79,1,3,10,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1
1,1,1,0,0,0,0,1,0,0,0,1,1,8.9,1.4,3.51,0,1,14,1,0,0,1,1,0,0,12,1,1,1,0,0,11,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,11.1,0.6,2.02,1,1,11,1,1,0,1,1,0,1,14.83333333,1,1,1,0,1,16,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,12.7,3.7,-1.7,0,1,6,1,1,0,1,0,0,0,0,0,1,0,0,0,14.75,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1,11.1,0.6,2.02,0,1,10,1,1,0,1,1,0,1,12,1,1,1,0,1,12.85714286,1,0
1,1,1,0,0,0,0,0,1,1,0,0,1,12.4,0.5,1.79,1,1,6,1,1,0,1,1,0,1,16,1,1,1,1,1,15.875,1,0
1,1,0,1,0,0,0,1,1,0,0,1,1,13.9,-0.3,0.79,0,1,7,1,1,0,1,0,0,0,0,1,0,1,0,0,14,1,1
1,1,0,1,0,0,0,0,1,1,0,0,1,12.4,0.5,1.79,1,2,15,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1
1,1,1,0,0,0,0,1,1,0,0,0,1,10.8,1.4,1.74,0,2,12,1,1,1,1,0,1,0,12.46428571,1,1,0,1,0,12.46428571,1,0
1,1,1,0,0,0,0,0,1,1,0,0,1,16.2,0.3,-0.92,0,1,9,1,1,0,1,0,0,0,12.6,1,1,0,0,0,12.4,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,11.1,0.6,2.02,0,2,11,1,1,0,1,1,1,1,12.16666667,1,1,1,0,1,13.5,1,0
1,1,1,0,0,0,0,1,1,1,0,0,1,13.9,-0.3,0.79,0,1,10,1,1,1,1,1,0,1,11.71428571,1,1,1,1,1,12.625,1,0
1,0,1,1,1,1,0,0,0,1,0,0,1,16.2,0.3,-0.92,1,3,15,1,1,1,1,1,0,1,13.5,1,1,1,0,1,13,1,0
1,1,0,1,1,0,0,0,0,0,0,0,1,12.4,0.5,1.79,1,1,7,1,1,1,1,0,0,0,17.33333333,1,1,0,1,0,18.57142857,1,0
1,1,0,1,0,0,0,1,0,0,0,0,1,9.4,-0.8,-3.12,1,1,14,1,1,1,1,0,0,0,11,1,1,0,0,0,11.5,1,0
1,1,1,1,0,0,0,0,0,0,0,0,1,12.4,0.5,1.79,0,2,16,1,1,0,1,0,0,1,13.66666667,1,1,0,0,1,12.5,1,1
1,1,0,1,0,0,0,0,1,1,0,0,1,10.8,1.4,1.74,1,1,10,1,1,0,1,1,0,1,12.83333333,1,1,1,1,1,11.83333333,1,0
1,1,1,1,0,0,0,0,1,0,0,0,1,11.1,0.6,2.02,1,1,12,1,1,0,1,0,1,1,14.33333333,1,1,0,0,0,13.77142857,1,0
1,1,1,0,1,0,0,0,1,1,0,0,1,12.7,3.7,-1.7,1,3,15,1,1,0,1,1,0,1,12.66666667,1,1,1,0,1,12.83333333,1,0
1,1,1,0,1,0,0,0,0,0,0,0,1,12.7,3.7,-1.7,0,3,9,1,1,1,1,0,0,0,13.4,1,1,0,0,0,12.2,1,0
1,1,1,0,1,0,0,0,0,0,0,0,1,13.9,-0.3,0.79,1,1,14,1,1,0,1,1,0,1,12.33333333,1,1,1,0,0,12,1,0
1,1,1,0,0,0,0,1,1,0,0,0,1,12.4,0.5,1.79,0,2,12,1,1,0,1,0,1,1,14.37,1,1,0,0,0,14.65,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,11.1,0.6,2.02,1,2,16,1,1,0,1,0,1,1,13.5,1,1,0,1,1,14,1,0
1,1,0,0,1,0,0,0,1,0,0,0,1,12.7,3.7,-1.7,0,3,13,1,1,1,1,0,0,0,12.85555556,1,1,0,1,0,13.9125,1,0
1,1,1,0,0,0,0,1,0,0,0,0,1,16.2,0.3,-0.92,1,1,10,1,1,0,1,1,0,0,11.2,1,1,1,0,0,12,1,0
1,1,1,0,1,0,0,0,1,1,0,0,1,10.8,1.4,1.74,1,5,15,1,1,0,1,1,0,0,12.8,1,1,1,0,0,12.2,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,12.7,3.7,-1.7,0,1,6,1,1,1,1,0,1,0,12,0,1,0,1,0,15,0,0
1,1,1,0,0,0,0,0,0,1,0,1,0,8.9,1.4,3.51,0,1,6,1,0,0,0,0,0,0,13.16666667,1,0,0,0,0,13.33333333,1,0
1,1,1,0,0,0,0,0,0,1,0,0,1,8.9,1.4,3.51,0,1,6,1,0,1,0,1,0,1,12.5,1,1,1,0,1,12.83333333,1,0
1,1,1,0,1,0,0,0,1,1,0,0,1,12.7,3.7,-1.7,1,3,12,1,1,0,1,0,1,0,15.65714286,1,1,0,1,0,15.65714286,1,0
1,1,0,1,0,0,0,0,1,0,0,1,0,15.5,2.8,-4.06,0,1,11,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
1,1,0,1,0,0,0,1,1,1,0,0,0,15.5,2.8,-4.06,0,1,7,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1
1,1,1,1,0,0,0,0,1,1,0,0,1,12.4,0.5,1.79,0,1,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,1,0,1,0,0,0,1,0,1,0,0,1,7.6,2.6,0.32,1,1,12,1,1,0,1,0,0,1,13.7,1,1,0,0,1,13.7,1,0
1,1,1,1,0,0,0,0,0,0,0,0,1,12.7,3.7,-1.7,1,1,9,1,1,0,1,0,1,0,10,1,1,0,0,0,11,1,1
1,1,1,1,0,0,0,1,0,0,0,1,0,9.4,-0.8,-3.12,1,5,5,1,1,0,1,1,0,0,14,1,1,1,0,0,0,0,1
1,1,1,1,1,0,0,0,1,0,0,0,1,7.6,2.6,0.32,1,1,12,1,1,0,1,0,0,1,13.35,1,1,0,0,1,13.35,1,0
1,1,1,1,0,0,0,1,0,1,0,0,1,12.7,3.7,-1.7,1,1,8,1,1,0,1,0,0,0,10.5,1,1,0,0,0,0,1,1
1,1,1,0,0,0,0,0,1,1,0,1,1,16.2,0.3,-0.92,1,1,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1
1,1,0,0,0,0,0,0,1,0,0,0,1,16.2,0.3,-0.92,0,1,16,1,1,1,1,0,0,0,14.42857143,1,1,0,0,0,14.14285714,1,0
1,1,1,0,0,0,0,1,1,0,0,0,1,10.8,1.4,1.74,0,2,10,1,1,1,1,1,1,0,11.25,1,1,1,0,1,12,1,0
1,1,1,0,1,0,0,0,0,0,0,0,1,13.9,-0.3,0.79,0,3,12,1,1,0,1,0,0,0,13.45714286,1,1,0,1,0,14.5125,1,0
1,1,0,0,0,0,0,0,0,0,0,0,1,7.6,2.6,0.32,1,2,6,1,1,0,1,0,0,0,12.6,1,1,0,1,0,12.33333333,1,0
1,1,0,0,1,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,0,5,6,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1
1,1,1,0,1,0,0,0,0,0,0,1,1,11.1,0.6,2.02,0,4,9,1,1,1,1,0,0,0,11.6,1,1,0,0,0,11.8,1,0
1,1,1,0,0,0,0,0,1,0,0,0,1,8.9,1.4,3.51,0,3,10,1,1,1,1,1,1,1,11.33333333,1,1,1,0,1,11.83333333,1,0
1,1,1,0,1,0,0,1,1,1,0,0,1,12.7,3.7,-1.7,1,2,8,1,1,0,1,0,0,0,13.5,0,1,0,0,0,13.4,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,10.8,1.4,1.74,1,1,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0
1,1,1,0,0,0,0,0,1,0,0,0,1,8.9,1.4,3.51,0,1,15,1,1,1,1,1,0,0,13,1,1,1,0,1,12.83333333,1,0
1,1,0,1,0,0,0,0,0,0,0,0,1,7.6,2.6,0.32,1,5,14,1,1,0,1,0,0,0,12.5,1,1,0,0,0,14.25,1,0
1,1,1,1,0,0,0,1,1,1,0,0,1,15.5,2.8,-4.06,1,1,4,1,1,0,0,0,0,0,12,0,0,0,0,0,12.30769231,1,0
1,1,1,1,0,0,0,1,0,0,0,0,1,10.8,1.4,1.74,0,2,10,1,1,1,0,0,0,1,12,1,0,1,0,1,11.16666667,1,0
1,1,1,1,0,0,0,0,0,0,0,0,1,7.6,2.6,0.32,0,2,11,1,1,0,1,1,1,1,11.83333333,1,1,1,0,0,10.4,1,0
1,1,0,1,1,0,0,0,0,1,0,0,1,16.2,0.3,-0.92,0,1,15,1,1,1,1,1,0,1,11.33333333,1,1,1,1,1,12.28571429,1,0
1,1,0,1,0,0,0,0,0,0,0,0,1,9.4,-0.8,-3.12,0,1,8,1,1,0,1,0,0,0,12,0,1,0,0,0,12.6,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,15.5,2.8,-4.06,0,2,10,1,1,1,1,1,1,0,10.75,1,1,1,0,0,11.5,1,0
1,1,0,1,0,0,0,1,0,0,0,0,1,16.2,0.3,-0.92,0,1,3,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1
1,1,1,1,0,0,0,0,0,0,0,0,1,7.6,2.6,0.32,0,6,7,1,1,0,1,0,0,0,13,1,1,0,0,0,14.83333333,0,0
1,1,1,1,0,0,0,0,0,0,0,0,1,11.1,0.6,2.02,0,1,14,1,0,1,1,1,0,0,11.6,1,1,1,1,0,13,1,0
1,1,1,1,0,0,0,1,0,0,0,0,1,9.4,-0.8,-3.12,1,1,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,1,1,1,0,0,0,1,0,0,0,0,1,15.5,2.8,-4.06,0,1,5,1,1,0,0,0,0,0,14,1,0,0,0,0,13,1,0
1,1,1,1,0,0,0,1,0,1,0,0,1,11.1,0.6,2.02,0,1,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0
1,1,1,0,0,0,0,1,1,1,0,0,1,15.5,2.8,-4.06,0,1,12,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1
1,1,1,0,0,0,0,1,1,0,0,0,1,11.1,0.6,2.02,1,1,2,1,1,1,0,0,0,0,13.38888889,1,0,0,0,0,14.88888889,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,0,1,12,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
1,1,1,1,0,0,0,0,0,0,0,0,1,8.9,1.4,3.51,0,1,2,1,1,0,0,0,0,0,13.58333333,1,0,0,0,0,13.58333333,1,0
1,1,1,1,0,0,0,0,1,1,0,0,1,12.7,3.7,-1.7,0,1,17,0,1,0,1,0,0,0,10,1,1,0,0,0,0,1,1
1,1,1,1,0,0,0,0,1,0,0,0,1,12.4,0.5,1.79,0,1,6,1,1,0,1,1,0,0,12.8,1,1,1,0,0,0,1,1
1,1,0,1,0,0,0,0,0,0,0,0,1,9.4,-0.8,-3.12,1,1,14,1,1,0,1,0,0,0,11.16666667,1,1,0,0,0,11,1,1
1,0,1,0,0,1,0,0,1,0,0,0,0,13.9,-0.3,0.79,0,1,11,1,1,0,1,1,0,1,11.5,1,1,1,0,0,13.25,1,0
0,1,0,0,0,0,0,0,1,0,0,0,1,15.5,2.8,-4.06,0,1,4,1,1,0,1,1,0,0,13,0,1,1,0,0,13,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,10.8,1.4,1.74,0,5,3,0,1,0,1,0,0,0,10,1,1,0,0,0,0,1,1
1,1,0,0,1,0,0,1,1,0,0,0,0,11.1,0.6,2.02,0,1,15,1,1,0,1,1,0,0,12.6,1,1,1,0,0,11.8,1,0
1,1,1,0,0,0,0,0,0,0,0,1,0,12.4,0.5,1.79,0,1,8,1,0,0,0,1,0,0,12,1,1,1,0,0,11,1,0
1,1,1,0,1,0,0,0,1,0,0,0,1,13.9,-0.3,0.79,0,5,12,1,1,1,1,0,1,0,14.85,1,1,0,0,0,15.61111111,1,0
1,0,0,0,0,1,0,0,1,0,0,1,1,8.9,1.4,3.51,0,1,13,1,1,0,1,0,0,0,0,0,1,0,0,0,11.66666667,1,0
1,1,1,0,0,0,0,0,0,0,1,0,1,16.2,0.3,-0.92,1,4,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,1,0,0,0,0,0,1,0,0,0,0,1,7.6,2.6,0.32,0,1,17,0,1,0,1,0,0,0,11.25,1,1,0,0,0,13,1,0
1,1,0,0,0,0,0,1,0,1,0,0,1,13.9,-0.3,0.79,0,1,17,0,1,0,1,0,0,0,0,1,1,0,0,0,11,1,1
1,1,1,1,1,0,0,0,0,0,0,0,1,10.8,1.4,1.74,1,4,9,1,1,0,1,0,0,0,11.5,1,1,0,0,0,10.33333333,1,0
1,1,0,1,1,0,0,0,1,1,0,0,1,13.9,-0.3,0.79,1,1,15,1,1,1,1,1,0,1,15.57142857,1,1,1,0,1,16.14285714,1,0
1,1,1,1,0,0,0,0,0,0,0,0,1,12.4,0.5,1.79,0,1,4,1,0,0,1,1,1,1,12.14285714,1,1,1,0,0,13.6,1,0
1,1,1,1,1,0,0,1,0,0,0,0,1,9.4,-0.8,-3.12,0,5,6,1,1,0,1,0,0,0,13,0,1,0,0,0,12.4,1,0
1,1,1,0,1,0,0,0,0,0,0,0,1,16.2,0.3,-0.92,0,2,12,1,1,0,1,0,0,1,11.98333333,1,1,0,0,0,12.28125,1,0
0,1,1,0,0,0,0,0,1,0,0,0,1,15.5,2.8,-4.06,0,1,6,1,0,0,1,1,0,0,12.66666667,1,1,1,0,0,11,1,1
1,0,1,0,0,1,0,0,1,1,0,0,1,11.1,0.6,2.02,1,2,15,1,1,1,1,1,1,1,13.16666667,1,1,1,0,1,13,1,1
1,1,1,0,0,0,0,0,1,0,0,0,1,11.1,0.6,2.02,0,1,14,1,1,0,1,1,1,1,14.125,1,1,1,0,0,14.5,1,0
1,1,1,1,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,1,1,14,1,1,0,1,0,0,0,12,1,1,0,0,0,12.75,1,1
0,1,0,1,0,0,0,0,1,0,0,1,0,13.9,-0.3,0.79,0,1,15,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
1,1,1,0,1,0,0,1,1,0,0,0,1,15.5,2.8,-4.06,1,5,12,1,1,0,1,0,0,0,12.9,1,1,0,0,0,12.14285714,1,1
1,1,1,0,0,0,0,0,0,0,0,0,1,12.4,0.5,1.79,1,3,13,1,1,1,1,0,0,0,13,1,1,0,1,0,15.0625,1,0
1,1,0,0,1,0,0,0,0,0,0,0,1,15.5,2.8,-4.06,1,1,12,1,1,0,1,0,0,0,15.145,1,1,0,1,0,15.7425,1,0
1,1,0,0,0,0,0,0,0,0,0,0,1,15.5,2.8,-4.06,1,1,6,1,1,0,1,1,0,1,15.30769231,1,1,1,0,1,14,1,0
1,1,1,1,0,0,0,0,1,0,0,1,1,9.4,-0.8,-3.12,1,2,14,1,1,0,1,0,0,0,12,1,1,0,0,0,11.6,1,1
1,1,1,1,0,0,0,0,1,1,0,0,1,10.8,1.4,1.74,1,1,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,1,1,1,0,0,0,0,0,0,0,0,1,7.6,2.6,0.32,0,1,5,1,1,0,1,1,0,0,11.4,1,1,1,0,1,12.16666667,1,0
1,1,0,1,0,0,0,0,0,0,0,0,1,15.5,2.8,-4.06,0,1,13,1,0,0,1,0,0,0,12.95,0,1,0,0,0,13.125,0,1
1,1,1,0,0,0,0,0,0,0,0,0,1,9.4,-0.8,-3.12,1,3,12,1,1,1,1,0,1,0,13.38125,1,1,0,1,0,13.38125,1,0
1,1,1,0,1,0,0,1,1,1,0,0,1,12.7,3.7,-1.7,0,4,10,1,1,1,1,1,1,1,12.75,1,1,1,0,1,12.16666667,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,11.1,0.6,2.02,1,1,2,1,1,0,0,0,0,0,12,1,0,0,0,0,12.66666667,1,0
1,1,1,1,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,1,1,8,1,1,0,1,0,0,0,13,1,1,0,0,0,12,0,1
1,1,0,1,0,0,0,0,1,0,0,1,0,15.5,2.8,-4.06,0,1,8,1,1,0,1,1,0,0,11.83333333,1,1,1,0,0,11.5,1,1
1,1,1,1,0,0,0,0,1,0,0,0,0,15.5,2.8,-4.06,0,1,4,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1
1,1,0,1,0,0,0,0,0,0,0,0,1,12.7,3.7,-1.7,0,1,7,1,0,0,1,0,0,0,0,1,1,0,0,0,10.5,1,0
1,1,1,0,0,0,0,0,0,0,0,1,1,8.9,1.4,3.51,1,2,10,1,1,0,1,1,0,1,12.66666667,1,1,1,0,1,11.83333333,1,0
1,1,1,0,0,0,0,0,1,1,0,0,1,15.5,2.8,-4.06,1,1,9,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1
1,1,0,1,0,0,0,0,1,0,0,0,0,11.1,0.6,2.02,0,1,11,1,0,0,0,0,0,0,15.125,1,0,1,0,1,13.66666667,1,0
1,1,1,1,0,0,0,0,0,0,0,0,1,15.5,2.8,-4.06,0,1,4,1,1,0,1,1,0,0,11.66666667,1,1,1,0,0,12,1,0
0,1,0,1,0,0,0,0,0,0,0,0,1,12.7,3.7,-1.7,1,1,11,1,1,0,0,0,0,0,12.8,1,0,0,0,0,11.42857143,1,0
1,1,1,1,1,0,0,0,0,0,0,0,1,8.9,1.4,3.51,0,3,11,1,1,1,1,1,0,1,12.14285714,1,1,1,1,1,11.33333333,1,0
1,1,1,0,0,0,0,1,0,0,0,0,1,13.9,-0.3,0.79,0,1,12,1,1,0,1,0,0,0,13.125,1,1,0,1,1,12.33333333,1,0
1,1,1,1,0,0,0,0,0,0,0,0,1,10.8,1.4,1.74,0,2,14,1,1,0,0,1,0,1,11.83333333,1,1,1,0,0,11.14285714,1,1
1,1,0,1,0,0,0,0,1,0,0,1,0,8.9,1.4,3.51,0,1,9,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
1,1,0,1,0,0,0,1,0,0,0,1,1,16.2,0.3,-0.92,0,1,4,1,0,0,1,1,0,1,14.88888889,1,1,1,0,1,13.72727273,1,0
1,1,1,0,0,0,0,0,0,1,0,0,0,13.9,-0.3,0.79,0,1,6,1,1,0,1,1,0,0,13,1,1,1,0,0,11.66666667,1,0
1,1,0,0,1,0,0,1,0,0,0,0,1,12.7,3.7,-1.7,0,1,11,1,1,0,1,1,0,1,14.71428571,1,1,1,0,1,14.16666667,1,0
1,1,1,0,0,0,0,0,1,1,0,0,0,10.8,1.4,1.74,1,1,9,1,1,1,1,0,0,0,10.66666667,1,1,0,0,0,12.28571429,1,1
1,1,0,0,0,0,0,0,0,1,0,0,1,15.5,2.8,-4.06,0,1,12,1,1,1,1,0,0,1,13.8875,1,1,0,0,0,14.86444444,1,0
1,1,1,1,0,0,0,0,0,0,0,0,1,10.8,1.4,1.74,0,1,8,1,1,0,1,0,0,0,10.5,0,1,0,0,0,0,0,1
1,1,0,1,1,0,0,0,1,0,0,0,1,12.4,0.5,1.79,1,1,7,1,1,0,1,0,0,0,13.28571429,1,1,0,0,0,14.8,1,1
0,1,0,1,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,0,2,14,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1
1,0,1,1,0,1,0,0,1,1,0,1,0,13.9,-0.3,0.79,0,1,10,1,1,0,1,1,0,0,11.5,1,1,1,1,0,12.4,1,0
0,1,0,1,0,0,0,0,0,0,0,1,1,7.6,2.6,0.32,0,1,7,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1
1,1,0,1,0,0,0,0,0,1,0,0,0,10.8,1.4,1.74,0,2,9,1,1,0,1,0,0,0,10.5,1,1,0,0,0,0,1,1
1,1,1,1,0,0,0,0,0,0,0,0,1,7.6,2.6,0.32,1,1,15,1,1,0,1,1,0,1,11.66666667,1,1,1,0,0,12.66666667,1,0
1,1,1,1,0,0,0,0,0,0,0,0,1,9.4,-0.8,-3.12,1,4,15,1,1,1,1,1,0,1,12.16666667,1,1,1,1,0,12.75,1,0
1,1,0,1,1,0,0,0,0,1,0,0,1,12.7,3.7,-1.7,0,1,12,1,1,0,1,0,1,0,13.55714286,1,1,0,1,0,13.55714286,1,0
1,1,0,0,0,0,0,0,1,1,0,0,1,8.9,1.4,3.51,0,1,11,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1
1,1,1,0,0,0,0,0,1,0,0,0,1,7.6,2.6,0.32,1,1,12,1,1,0,1,0,0,1,12.18333333,1,1,0,0,1,12.18333333,1,0
1,1,1,0,0,0,0,0,0,1,0,0,1,7.6,2.6,0.32,1,1,5,1,1,0,1,1,0,0,10.5,1,1,1,0,0,11,1,0
1,1,0,0,0,0,0,1,0,0,1,0,1,11.1,0.6,2.02,1,1,6,1,1,0,1,1,0,0,12,1,1,1,0,0,11.5,1,0
1,1,1,0,1,0,0,0,0,0,0,0,1,7.6,2.6,0.32,0,1,12,1,1,0,1,0,0,1,13.11666667,1,1,0,0,1,13.11666667,1,0
1,1,1,0,0,0,0,0,0,1,0,0,1,11.1,0.6,2.02,1,1,15,1,1,0,1,1,0,1,12.83333333,1,1,1,0,1,11.66666667,1,0
1,1,1,0,1,0,0,0,1,0,0,0,1,10.8,1.4,1.74,1,6,12,1,1,0,1,0,1,0,12.94428571,1,1,0,1,0,12.94428571,1,0
0,1,0,0,1,0,0,1,0,0,0,1,0,7.6,2.6,0.32,0,3,3,0,1,0,1,1,0,0,10.66666667,1,1,1,0,0,0,1,1
1,1,1,0,1,0,0,0,0,0,0,0,1,7.6,2.6,0.32,0,5,12,1,1,1,1,0,0,1,12.6,1,1,0,0,1,12.6,1,0
1,1,1,0,0,0,0,0,1,0,0,0,1,16.2,0.3,-0.92,1,4,12,1,1,0,1,0,0,0,12.48571429,1,1,0,0,0,12.9375,1,0
1,1,1,0,0,0,0,1,1,1,0,0,1,12.7,3.7,-1.7,1,2,5,1,1,1,1,1,0,0,10.8,1,1,1,0,0,12.8,1,0
1,1,0,0,0,0,0,0,0,0,0,1,1,13.9,-0.3,0.79,0,1,14,1,1,0,1,1,0,0,12.2,1,1,1,1,0,14.6,1,0
1,1,0,0,1,0,0,0,1,0,0,0,1,9.4,-0.8,-3.12,1,1,16,1,1,0,1,1,1,0,12.8,1,1,1,0,0,10,1,0
1,1,0,0,1,0,0,0,1,1,0,0,1,13.9,-0.3,0.79,0,2,15,1,1,1,1,1,0,1,13.42857143,1,1,1,0,1,12.5,1,0
1,1,1,0,1,0,0,0,0,0,0,0,1,15.5,2.8,-4.06,1,4,12,1,1,0,1,0,0,0,13.03,1,1,0,1,0,13.21875,1,0
1,1,1,0,1,0,0,0,0,0,0,0,1,8.9,1.4,3.51,0,2,10,1,1,0,1,1,0,0,11,1,1,1,0,0,11.25,1,0
1,1,0,0,0,0,0,1,1,0,0,0,1,9.4,-0.8,-3.12,0,1,12,1,0,1,1,0,1,0,13.3675,1,1,0,1,0,13.3675,1,0
1,1,1,0,0,0,0,0,1,1,0,0,1,12.4,0.5,1.79,1,4,12,1,1,1,1,0,0,1,12.80833333,1,1,0,0,0,12.82571429,1,0
0,1,0,0,1,0,0,0,0,0,0,0,1,7.6,2.6,0.32,1,1,12,1,1,0,1,0,0,1,13.68333333,1,1,0,0,1,13.68333333,1,0
1,1,0,0,0,0,0,0,0,0,0,0,1,13.9,-0.3,0.79,0,1,6,1,1,0,0,1,0,0,13,1,0,1,0,0,12,1,1
1,1,0,0,1,0,0,0,0,0,0,0,1,9.4,-0.8,-3.12,1,1,12,1,1,0,1,0,1,0,14.035,1,1,0,1,0,14.035,1,0
1,1,1,0,0,0,0,0,1,1,0,0,1,10.8,1.4,1.74,0,2,11,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1
1,1,1,0,0,0,0,1,0,0,0,0,0,10.8,1.4,1.74,1,1,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1
